id,title,obj_type,obj_type_id,Identifier,Collection,Dimensions,Creation dates,created by,Description,Subjects,Subject,Related Collection,Link,distributed by,published by,published in association with,illustrated by,text by,Library of Congress Subject Headings,contributor,created for,was located at,originates from,Publication dates,was created in,designed by,printed by,describes,inspired by,Affiliation with Center for Book Arts,depicts,bound by,created at,typesetting by,Copyright dates,Highlight of,printed under the direction of,also created by,paper made by,typography by,edited by,donated by,drawings by,etchings by,enclosure by,CBA course taught by,photographs by,Unnamed: 48,funded by,text translated by,introduction written by,gift of,cover art by,influenced by,is about,foreword by,woodcuts created by,Submission dates,layout by,lithographs by,commissioned by,introduction by,Related Collections,preface by,calligraphy by,originally published by,owned by
6149,100 Found Infinities,Books,177,FA.B116.2262,Fine Art Collection,18 cm x 12.5 cm,NA,Charles Goldman,Perfect-bound artist's book containing 100 photographs of found rubber bands shaped like infinity symbols. Signed by Goldman to title page. Numbered at inside of rear cover. Edition number 66 of 100.,"[""artists' books"", 'found objects', 'photography']",,,Charles Goldman,,Gridspace Editions,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7658,100 Stories of Belonging in the S.F. Bay Area,Books,177,FA.B122.2449,Fine Art Collection,116 pages : color illustrations ; 22 cm,NA,Christine Wong Yap,"""",,research centers,,Belonging Project web page,,,,,,"Belonging (Social psychology) in art, San Francisco Bay Area (Calif.)",,,,,,,,,San Francisco,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,102 Craters on Venus,Books,177,FA.B103.1758,Fine Art Collection,10.5 x 14.8 cm; 4.1 x 5.8 in,2017,Sophie Nys,"Takeaway exhibit publication. 102 pages. The book documents individuals featured in a 2017 Art Basel exhibit. Description of exhibit from the Art Basel website: The admittance of women to the University of Basel was a rather belated development; it wasn't until 1890 that women were permitted to study there. The first time a woman became an associate professor was in 1928, the first appointment of a woman to a bona fide professorship only came in 1964. The historic lecture room of the Basel University is decorated with 102 paintings depicting former professors and researchers. The last portrait was added to the gallery in 1914, guaranteeing the palpable absence of the female scientist. It is the practice of Belgian artist Sophie Nys to explore themes like history, politics, and culture. In this takeaway artist publication 102 craters on Venus, she examines the historic exclusion of the achievements of female scientists by preeminent institutions of higher learning.","['exhibitions', 'science', 'women']",,,Exhibition webpage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,129 Die,Books,177,FA.SA7.1467,Fine Art Collection,4 x 10.5 x .5 in,2019,"['Ben Denzer', 'Lily Offit']","""Ben Denzer and Lily Offit, 2019 after Andy Warhol, 1962"" Hardcover bound book comprised of newspaper headlines of increasing death tolls, beginning with one and ending with 129.",,artists' books,,,Whitney Museum of American Art,Catalog Press,2018 Scholars for Advanced Studies in Book Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,192 One Dollar Bills,Books,177,FA.SA7.1466,Fine Art Collection,6.4 x 2.8 x 1.25 in,2018,Ben Denzer,Casebound book made up of 192 one dollar USD bills bound in order by serial number. Made in an edition of 192.,"[""artists' books"", 'case bindings', 'dollars', 'paper money']",,,,Whitney Museum of American Art,Catalog Press,2018 Scholars for Advanced Studies in Book Arts,,,,,,,,,,,,,,,,,,,,Center for Book Arts Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787,305. Cortinarius castaneus,Broadsides,192,FA.OSB3.1679.8,Fine Art Collection,,2012,,Part of the Center for Book Arts' 2012 Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Jen Bervin,,,,,,,,Barbara Henry,Barbara Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,An Architectural Bestiary,Books,177,FA.OSS3.1212,Fine Art Collection,41.5 x 41 x 4 cm; 16.5 x 16 x 1.5 in,1993,John Ross,"A set of collagraph prints depicting structures metamorphosed into animals. Housed in box covered in tiger print fabric, the interior of which is faux-snake skin. Individual leaves display English and Greek text along with black, printed illustrations. Stonehenge white paper, uncut edges, images are made from collagraph plates, printed on a Brand etching press. English text set in Primer and Greek text set by Cosmos Printing and printed letterpress.","[""artists' books"", 'bestiaries', 'letterpress printing']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,An Arranged Affair,Perfect bindings,182,FA.B133.3153,Fine Art Collection,197 pages ; 18 cm,NA,Sally Alatalo,Softcover. Perfect bound. Romance novel texts arranged to create a singular narrative with foreword by Hannah B. Higgins. Edition of 500.,"['romances', 'romantic fiction']",,,Artist's website,,Printed Matter,,,,"Literary form, Dime novels",,,,,2017,,,McNaughton & Gunn,,,,,McNaughton & Gunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A Natural History of Socks,Pamphlet bindings,184,FA.B23.0009,Fine Art Collection,10 leaves; 20.4 x 14.3 cm,1991,Jan C. Snow,"Pamphlet bound booklet with tan illustrated wrappers. Signed by Snow and May. Book presents a humorous description of socks as were a species of animal being observed. ""Text by Jan C. Snow, illustrations by , and signed by both. ""This edition...was designed by Janice Troutman Rains. The printing was accomplished at Type High, The Press at The School of Art, Kent State University, Ohio. Typesetting by Lesh Typesetting. The cover paper is Nideggen. The text paper is Mohawk Superfine.""--Colophon.",,,,,,,,Eric May,,,,,,Kent,,,Janice Troutman Rains,,,,,,,,Lesh Typesetting,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,"and here,",Books,177,FA.B133.3152,Fine Art Collection,56 pages : color illustrations ; 22 cm,2018,"['Katie Giritlian', 'Esteban Jefferson']",Softcover. Single machine-sewn signature (Cataloger's note: we have been unable to identify an official name for this binding style; it consists of one signature with machine sewing along the spine) with soft raw-edge canvas cover. Contains screenshots of emails in which the creators share family anecdotes and photographs. Edition of 100. Issue 2 of the publication,"['electronic mail', 'families', 'family papers', 'immigration', 'local histories']",,,Artist's website,,prompt,,,,Family histories,,,,,,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,And It Came to Pass (Not to Stay),Broadsides,192,FA.OSB5.0924.5,Fine Art Collection,10.5 x 15.5 in,2001,,"Part of the 2001 Center for Book Art Broadside Reading Series. Set in Scala on Somerset Velvet paper, illustrated and letterpress printed by Sloane Madureira, with the assistance of Roni Gross, May 2001.","['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Jacqueline Waters,,,,,,,,,Sloane Madureira,,,,,,,,,,Roni Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,[And my number was called],Prints,191,FA.FF5.3146,Fine Art Collection,10 x 13 in; 25.5 x 33 cm,NA,,"Offset printed page from a comic book about an bluish green android. There are seven cells on the page in which the android characters number is called. The print is signed by the artist, and editioned 1/10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,Android Market,Broadsides,192,FA.FFM23.4203,Fine Art Collection,"29 x 38 cm,  11.5"" x 15""",2012,,Numbers 1 and 2 of an edition of 75. Letterpress printed from a polymer plate. A blue border frames a scene printed in black ink: seven 'androids' in frontal pose with a male human figure in profile dressed in a tailcoat and hat. The title 'Android Market' printed as part of the frame.,,letterpress printing,,Wayne Hodge - artist website,,,,,,,,,,,,,,,,,,Wayne Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,And the Rockets' Orange Yellow Blue Glare,Broadsides,192,FA.FFS5.3042,Fine Art Collection,28 x 19 cm,2014,,"Letterpress printed. Edition of 250. Depicts a silhouette of the Kentile Floors sign in Brooklyn in the lower fifth of the print while a firework explodes taking up the majority of the space. The number ""2014"", indicating the year, is repeated multiple times in blued, yellow, and orange ink in place of the firework's sparks.","['fireworks', 'letterpress printing']",,,Swayspace - Design studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,[And they shall beat their swords into plowshares],Prints,191,FA.FFS10.3097,Fine Art Collection,28 x 35.5 cm,NA,,Letterpress printed image of pastoral scene with a biblical excerpt from Isaiah 2:4.,"['Bible stories', 'letterpress printing']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,[And they shall beat their swords into plowshares],Prints,191,FA.FFS10.3098,Fine Art Collection,28 x 35.5 cm,NA,,Letterpress printed and hand-colored image of pastoral scene with a biblical excerpt from Isaiah 2:4.,"['Bible stories', 'letterpress printing']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,A Needle in the Sky,Broadsides,192,FA.OSB5.0814.2,Fine Art Collection,,2004,,Created as part of the 2004 Center for Book Arts Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Phillis Levin,,,,,,,,Benjamin Rinehart,Benjamin Rinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,An Episode of War,Pamphlet bindings,184,FA.B43.0903,Fine Art Collection,8 leaves; 25.5 x 15 cm,1980,Battle Press,"Edition of 30; pamphlet bound with grayish blue wrappers with front deckle edge. Letterpress printed text from author Stephen Crane's 1899 short story about a military lieutenant who is wounded during the course of battle. ""This edition of 30 copies, produced by the Battle Press at the Center for Book Arts, New York City, was printed on Rossapina and handmade Canterbury papers, and the text was set in Garamond monotype. Special thanks to Carol Sturm and Doug Wolf of Nadja...""--Colophon. Colophon is signed by five individuals (handwriting is nearly illegible).","['letterpress printing', 'pamphlet bindings', 'short stories']",,,,,,,,,,,,,,,,,,,,,,,Center for Book Arts,,,,,"['Carol Sturm', 'Doug Wolf']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Angst (Anxiety),Books,177,FA.B26.0387,Fine Art Collection,8 leaves; 18 x 14 cm,1991,Eileen Arnow,"Edition of 350; staple fold binding with light grey illustrated wrappers. CBA copy stamped ""sample copy"" on interior rear cover. Booklet consists of illustrations with text. ""Angst is a short autobiographical book...composed of a series of self-portrait vignettes paired with the captions ""WHO?, WHAT?, WHY?, WHEN?, WHERE? and HOW?"". [Statement taken from the artist's website]","[""artists' books"", 'offset lithography', 'pamphlet bindings']",,,,,,,,,,,,,Levittown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,&,Books,177,FA.SA4.1257,Fine Art Collection,9 cm x 12.5 cm (505 cm extended),2011,"['Ania Gilmore', 'Annie Zeybekoglu']","Accordion book. 40 lbs cover paper, red hand cut letters enclosed in a folded paper box. Edition 9 of 11 signed by the artists.","['Accordion books', ""artists' books""]",,,aniaart studio,,,,,,,,,,,,Boston,,,,,Ania Gilmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,Ánima,Books,177,FA.B122.2458,Fine Art Collection,28 x 21.5 cm,NA,Genaro Barba,Staple-bound. Risograph printed in black ink on cream-colored paper. Edition of 100.,,handwriting,,Publisher's website,,Gold Rain,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,Animal Magnetism,Zines,194,FA.PC9.4283,Fine Art Collection,28 pages : color illustrations ; 16 cm,2019,Kelsey Short,Softcover. Staple bound (saddle stitched). Risograph printed.,,comics,Christopher Kardambikis' Paper Cuts Zine Collection,"[""Artist's Website"", 'Full Comic Online Here']",,,,,,,,,,,,,,,,,,,,School of Visual Arts RisoLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Animals on Wheels,Books,177,FA.B52.0820,Fine Art Collection,[33] p. ; 17 x 21 cm.,1995,Stephanie L. Krause,"CBA copy 1 of 3. Number 26 in an Edition of 100, signed by the artist. Accordion binding with red cloth boards. Paper ""claim ticket"" attached to front board with black cord. Letterpress-printed on Arches 140-pound Satinée and hand-colored at the Center for Book Arts, New York"" --Colophon.","[""artists' books"", 'letterpress printing']",,,,,,,,,,,,,,,,,,,,,,,Center for Book Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,Animals vs. Furniture,Books,177,FA.B103.1761,Fine Art Collection,28 x 23 cm; 11 x 9 in,2013,Normandy Sherwood,This facsmilie edition of 1000 were printed offset at McNaughton and Gunn. The original was letterpress printed from linoleum plates and hand-bound in an eidtion of 50.,"['furniture', 'wild animals']",,,,,Ugly Duckling Presse,,Jesse Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470,an i'mmigrant artist's guise to noWHERE,Zines,194,FA.PC4.4123,Fine Art Collection,6 in x 5 in,NA,Kunst Sining,"Single page zine, commercially printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,bbb2015,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,New World Suite: A Poem in Four Movements for Three Voices,Boxed sets,190,FA.OSS4.0920,Fine Art Collection,overall [exterior box]: 44 x 43 x 10 cm;; case [each]: 31 x 22.5;; book [each]: 31 x 21 cm,2005,,"Center for Book Arts Thirtieth Anniversary Publication. Number 70 in an Edition of 75, signed by the poet, printer, designer and (?). This work consists of a large box with a triangular flap lid structure that contains four separate pamphlet bound books. Each book is housed within a case that is inset and also attached to the large box. The top black case has a letterpress printed, tipped in title/author panel; interior title page, ""First Voice (viola)..."". The second case is covered with ochre cloth, with blue wrappers; interior title page, ""Second voice (violin)"", the third is covered in blue cloth, with blue wrappers; interior title page, ""Third Voice (cello)..."" and the fourth is covered in black cloth, with orange wrappers; interior title page, ""Afterword, List of Subscribers, Colophon..."". Each case folds out so that each reader would be facing each other. The text of three of the books is a color coded and overprinted ""score"" (in black, ocher and blue inks), to indicate where each spoken voice would overlap, pause and /or provide counterpoint in a polyphonic vocal trio.;""This edition of New World Suite Number Three consists of four parts, designed by Robert Bringhurst, housed in a structure designed by Hedi Kyle. Michael and Winifred Bixler set the text in Monotype at their foundry in Skaneateles, New York. The edition was printed by Barbara Henry on a Vandercook SP-20 proof press (serial 26880) at the Center for Book Arts in New York City. Mirah von Wicht, with the assistance of Jennifer Bantz Bittle, Ana Cordeiro, Nancy Loeber and Linda Trimbath, constructed the cases and bound the books at Michael Roger Press in Middlesex, New Jersey, and at the Center for Book Arts in New York City. The type is Monotype Dante, designed in Verona in the early 1950s by Giovanni Mardersteig, based on Mardersteig's detailed study of the work of Francesco Griffo. The initial version of the type was cut by hand in the rue de la Glaciere, Paris, in 1954 by Charles Malin. The paper is Frankfort Cream, mould made at the Zerkall mill in the Kall Valley, southwest of Koln, Germany.""--Colophon.;See FA.DVD1.0920 for a digitized VHS recording of a performance of this work.","['Boxed sets', 'letterpress printing', 'pamphlet bindings', 'performance art', 'poetry']",,,,,Center for Book Arts,Center for Book Arts 30th Anniversary,,Robert Bringhurst,,,,,,,Center for Book Arts Collection Place Authority,Hedi Kyle,Barbara Henry,,,,,Michael Roger Press,,"['Michael Bixler', 'Winifred Bixler']",,,,"['Ana Paula Cordeiro', 'Nancy Loeber', 'Jennifer Bantz Biddle', 'Linda Trimbath']",Zerkall Mill,Giovanni Mardersteig,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,New World Suite: A Poem in Four Movements for Three Voices (Performance and lecture),DV Cassette,34259,FA.B77.1172.1-2,Fine Art Collection,,NA,,"A pair of Sony digital video cassettes that were created in conjunction with New World Suite: A Poem in Four Movements for Three Voices. Tape One contains a lecture, Tape Two contains part two of a talk that Bringhurst gave at the Center (date unknown).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,"New Year's Greetings from Russell and Annie, MMXI",Broadsides,192,FA.FFS7.3067,Fine Art Collection,27 x 36.5 cm; 10 3/8 x 14 inches,2011,Russell Maret,"Letterpress printed broadside depicting an epigram by WH Auden: ""Without art, we should have no notion of the sacred; without science, we should always worship false gods."" Also depicted is the Roman alphabet designed by Russell Maret. Printed on Somserset paper.",,letterpress printing,,,,,,,,,,,,,,New York City,Russell Maret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,New York City Subway Diagram (A Reinterpretation),Broadsides,192,FA.FFM4.4037,Fine Art Collection,"45 x 38 cm,  17.75"" x 15""",2013,Kameelah Janan Rasheed,"One color letterpress print. Printed in black with photopolymer plates. Simple diagram of a NYC MTA subway map ""with notes on the location of proselytizers, street preachers and religious literature distribution sites."" Signed by the artist on the front. Edition 1/10.","['letterpress printing', 'religious communities', 'religious orders', 'subways']",,,Kameela Janan Rasheed - Artist website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
